cui,distrito,nombre_establecimiento,domicilio_edificio,numero_escuela
0202680,1,EEM N° 06/01° PADRE CARLOS MUGICA,LETONIA 1940,06
0202681,18,"ADULTOS 2000 - JORNADA EXTENDIDA DE LAS ESC PRIMARIAS 4, 7, 9 y 11 DEL DE 12 - COLEGIO N° 18 DR. ALBERTO LARROQUE (POLIDEPORTIVO)",AV. GAONA Y SANABRIA,2000-4-7-9-11-12-18
0202682,21,SUPERVISIÓN INICIAL DE 21 - ESCUELA INF. N° 11/21°,"AVDA. CNEL. ROCA, PTA. 9, AUTODROMO",21-11
0202683,21,EPC N° 18 JORGE NEWBERY,"AVDA. CNEL. ROCA, PTA. 9, AUTODROMO",18
0202684,5,JII Nº 19/05°,LAGOS 2929,19
0202685,21,JII Nº 18/21°,AVDA. CASTAÑARES 6580,18
0202686,6,ESCUELA INF. N° 06/06°,CATAMARCA 342,06
0202687,20,EPC N° 24 DE 20,ZUVIRIA 6590,24-20
0202688,5,ESCUELA INF. N° 09/05° - EPC N°05 DE 05,SANTO DOMINGO 4050,09-05-05
0202689,21,EPC Nº 12 DE 21,BLVD OLIMPICO JOSE BENJAMIN ZUBIAUR 4180,12-21
0202695,18,JM N° 06/18°,CALDERON DE LA BARCA 1550,06
0202731,5,JII N°18/05°,USPALLATA 3325,18
0202732,17,INST. DE ENSEÑANZA SUPERIOR EN LENGUAS VIVAS JUAN B. JUSTO (ANEXO),AVDA. ALVAREZ JONTE 3867,
0202734,12,CFP N° 24 -Anexo casona-,MORON 2453,24
0202735,16,Polideportivo de establecimientos DE 16,BOLIVIA 5842,16
0202736,11,EPC N° 6 CARLOS VAZ FERREIRA (HUERTA),TTE. CNEL. CASIMIRO RECUERO 2545,6
0202737,20,Polideportivo Polo Piedrabuena,ZUVIRIA 6580,
0202772,1,CFP N° 38,ALPACA 2474 (Barrio 31),38
0202773,3,JII N° 05/03°,PICHINCHA 1152,05
0202774,5,EPC N° 21,ANDRES FERREYRA 3749,21
0202779,20,EPC N° 06 PROF. FELIPE BOERO,AVDA. EVA PERON 7449,06
NA,1,CENS N° 63,HOLMBERG 2850,NA
NA,15,Polideportivo EPC N° 15 DE 15,HOLMBERG 2850,NA
NA,19,"Espacio de Infancia ""Los niños felices"" - Espacio de Primera Infancia ""Luces en el Bajo"" - ESPACIO PRIMERA INFANCIA ""NIÑOS FELICES""",HOLMBERG 2850,NA
NA,3,CFP N° 14 EDUARDO VICENTE - UTE,HOLMBERG 2850,NA
NA,9,Planetario Galileo Galilei,HOLMBERG 2850,NA
